country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
AUS,Australia,1958-11-22,1958-12-10,Menzies IIX,0,1,1,58,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,749,627,479.0,1411
AUS,Australia,1958-11-22,1958-12-10,Menzies IIX,0,1,0,19,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,749,627,479.0,184
AUS,Australia,1961-12-09,1961-12-22,Menzies IX,0,0,0,62,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,740,288,627.0,1253
AUS,Australia,1961-12-09,1961-12-22,Menzies IX,0,1,1,45,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,740,288,627.0,1411
AUS,Australia,1961-12-09,1961-12-22,Menzies IX,0,1,0,17,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,740,288,627.0,184
AUS,Australia,1963-11-30,1963-12-18,Menzies X,0,0,0,52,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,741,786,288.0,1253
AUS,Australia,1963-11-30,1963-12-18,Menzies X,0,1,1,52,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,741,786,288.0,1411
AUS,Australia,1963-11-30,1963-12-18,Menzies X,0,1,0,20,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,741,786,288.0,184
AUS,Australia,1963-11-30,1966-01-26,Holt I,0,0,0,52,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,741,261,786.0,1253
AUS,Australia,1963-11-30,1966-01-26,Holt I,0,1,1,52,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,741,261,786.0,1411
AUS,Australia,1963-11-30,1966-01-26,Holt I,0,1,0,20,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,741,261,786.0,184
AUS,Australia,1966-11-26,1966-12-14,Holt II,0,0,0,41,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,764,67,261.0,1253
AUS,Australia,1966-11-26,1966-12-14,Holt II,0,1,1,61,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,764,67,261.0,1411
AUS,Australia,1966-11-26,1966-12-14,Holt II,0,1,0,21,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,764,67,261.0,184
AUS,Australia,1966-11-26,1966-12-14,Holt II,0,0,0,1,124,none,no party affiliation,no party affiliation,,33,764,67,261.0,1396
AUS,Australia,1966-11-26,1967-12-19,McEwen,0,0,0,41,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,764,634,67.0,1253
AUS,Australia,1966-11-26,1967-12-19,McEwen,0,1,0,61,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,764,634,67.0,1411
AUS,Australia,1966-11-26,1967-12-19,McEwen,0,1,1,21,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,764,634,67.0,184
AUS,Australia,1966-11-26,1967-12-19,McEwen,0,0,0,1,124,none,no party affiliation,no party affiliation,,33,764,634,67.0,1396
AUS,Australia,1966-11-26,1968-01-10,Gorton I,0,0,0,41,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,764,1,634.0,1253
AUS,Australia,1966-11-26,1968-01-10,Gorton I,0,1,1,61,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,764,1,634.0,1411
AUS,Australia,1966-11-26,1968-01-10,Gorton I,0,1,0,21,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,764,1,634.0,184
AUS,Australia,1966-11-26,1968-01-10,Gorton I,0,0,0,1,124,none,no party affiliation,no party affiliation,,33,764,1,634.0,1396
AUS,Australia,1966-11-26,1968-02-28,Gorton II,0,0,0,41,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,764,795,1.0,1253
AUS,Australia,1966-11-26,1968-02-28,Gorton II,0,1,1,61,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,764,795,1.0,1411
AUS,Australia,1966-11-26,1968-02-28,Gorton II,0,1,0,21,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,764,795,1.0,184
AUS,Australia,1966-11-26,1968-02-28,Gorton II,0,0,0,1,124,none,no party affiliation,no party affiliation,,33,764,795,1.0,1396
AUS,Australia,1969-10-25,1969-11-12,Gorton III,0,0,0,59,125,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,735,1024,795.0,1253
AUS,Australia,1969-10-25,1969-11-12,Gorton III,0,1,1,46,125,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,735,1024,795.0,1411
AUS,Australia,1969-10-25,1969-11-12,Gorton III,0,1,0,20,125,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,735,1024,795.0,184
AUS,Australia,1969-10-25,1971-03-10,McMahon,1,0,0,59,125,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,735,671,1024.0,1253
AUS,Australia,1969-10-25,1971-03-10,McMahon,1,1,1,46,125,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,735,671,1024.0,1411
AUS,Australia,1969-10-25,1971-03-10,McMahon,1,1,0,20,125,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,735,671,1024.0,184
AUS,Australia,1972-12-02,1972-12-19,Whitlam I,0,1,1,67,125,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,759,507,671.0,1253
AUS,Australia,1972-12-02,1972-12-19,Whitlam I,0,0,0,38,125,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,759,507,671.0,1411
AUS,Australia,1972-12-02,1972-12-19,Whitlam I,0,0,0,20,125,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,759,507,671.0,184
AUS,Australia,1974-05-18,1974-06-12,Whitlam II,0,1,1,66,127,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,758,844,507.0,1253
AUS,Australia,1974-05-18,1974-06-12,Whitlam II,0,0,0,40,127,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,758,844,507.0,1411
AUS,Australia,1974-05-18,1974-06-12,Whitlam II,0,0,0,21,127,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,758,844,507.0,184
AUS,Australia,1974-05-18,1975-11-11,Fraser I,1,0,0,66,127,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,758,720,844.0,1253
AUS,Australia,1974-05-18,1975-11-11,Fraser I,1,1,1,40,127,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,758,720,844.0,1411
AUS,Australia,1974-05-18,1975-11-11,Fraser I,1,1,0,21,127,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,758,720,844.0,184
AUS,Australia,1975-12-13,1975-12-22,Fraser II,0,0,0,36,127,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,757,836,720.0,1253
AUS,Australia,1975-12-13,1975-12-22,Fraser II,0,0,0,1,127,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,757,836,720.0,215
AUS,Australia,1975-12-13,1975-12-22,Fraser II,0,1,1,68,127,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,757,836,720.0,1411
AUS,Australia,1975-12-13,1975-12-22,Fraser II,0,1,0,22,127,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,757,836,720.0,184
AUS,Australia,1977-12-10,1977-12-20,Fraser III,0,0,0,38,124,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,755,421,836.0,1253
AUS,Australia,1977-12-10,1977-12-20,Fraser III,0,0,0,1,124,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,755,421,836.0,215
AUS,Australia,1977-12-10,1977-12-20,Fraser III,0,1,1,67,124,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,755,421,836.0,1411
AUS,Australia,1977-12-10,1977-12-20,Fraser III,0,1,0,18,124,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,755,421,836.0,184
AUS,Australia,1980-10-18,1980-11-03,Fraser IV,0,0,0,51,125,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,736,774,421.0,1253
AUS,Australia,1980-10-18,1980-11-03,Fraser IV,0,1,1,54,125,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,736,774,421.0,1411
AUS,Australia,1980-10-18,1980-11-03,Fraser IV,0,1,0,20,125,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,736,774,421.0,184
AUS,Australia,1983-03-05,1983-03-11,Hawke I,0,1,1,75,125,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,751,576,774.0,1253
AUS,Australia,1983-03-05,1983-03-11,Hawke I,0,0,0,33,125,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,751,576,774.0,1411
AUS,Australia,1983-03-05,1983-03-11,Hawke I,0,0,0,17,125,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,751,576,774.0,184
AUS,Australia,1984-12-01,1984-12-13,Hawke II,0,1,1,82,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,733,401,576.0,1253
AUS,Australia,1984-12-01,1984-12-13,Hawke II,0,0,0,1,148,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,733,401,576.0,215
AUS,Australia,1984-12-01,1984-12-13,Hawke II,0,0,0,44,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,733,401,576.0,1411
AUS,Australia,1984-12-01,1984-12-13,Hawke II,0,0,0,21,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,733,401,576.0,184
AUS,Australia,1987-07-11,1987-07-24,Hawke III,0,1,1,86,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,732,875,401.0,1253
AUS,Australia,1987-07-11,1987-07-24,Hawke III,0,0,0,43,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,732,875,401.0,1411
AUS,Australia,1987-07-11,1987-07-24,Hawke III,0,0,0,19,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,732,875,401.0,184
AUS,Australia,1990-03-24,1990-04-04,Hawke IV,0,1,1,78,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,752,155,875.0,1253
AUS,Australia,1990-03-24,1990-04-04,Hawke IV,0,0,0,55,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,752,155,875.0,1411
AUS,Australia,1990-03-24,1990-04-04,Hawke IV,0,0,0,14,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,752,155,875.0,184
AUS,Australia,1990-03-24,1990-04-04,Hawke IV,0,0,0,1,148,none,no party affiliation,no party affiliation,,33,752,155,875.0,1396
AUS,Australia,1990-03-24,1991-12-20,Keating I,0,1,1,78,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,752,725,155.0,1253
AUS,Australia,1990-03-24,1991-12-20,Keating I,0,0,0,55,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,752,725,155.0,1411
AUS,Australia,1990-03-24,1991-12-20,Keating I,0,0,0,14,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,752,725,155.0,184
AUS,Australia,1990-03-24,1991-12-20,Keating I,0,0,0,1,148,none,no party affiliation,no party affiliation,,33,752,725,155.0,1396
AUS,Australia,1993-03-13,1993-03-24,Keating II,0,1,1,80,147,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,753,49,725.0,1253
AUS,Australia,1993-03-13,1993-03-24,Keating II,0,0,0,49,147,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,753,49,725.0,1411
AUS,Australia,1993-03-13,1993-03-24,Keating II,0,0,0,16,147,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,753,49,725.0,184
AUS,Australia,1993-03-13,1993-03-24,Keating II,0,0,0,2,147,none,no party affiliation,no party affiliation,,33,753,49,725.0,1396
AUS,Australia,1996-03-02,1996-03-11,Howard I,0,0,0,49,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,754,402,49.0,1253
AUS,Australia,1996-03-02,1996-03-11,Howard I,0,0,0,1,148,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,754,402,49.0,215
AUS,Australia,1996-03-02,1996-03-11,Howard I,0,1,1,75,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,754,402,49.0,1411
AUS,Australia,1996-03-02,1996-03-11,Howard I,0,1,0,18,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,754,402,49.0,184
AUS,Australia,1996-03-02,1996-03-11,Howard I,0,0,0,5,148,none,no party affiliation,no party affiliation,,33,754,402,49.0,1396
AUS,Australia,1998-10-03,1998-10-21,Howard II,0,0,0,67,148,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,756,423,402.0,1253
AUS,Australia,1998-10-03,1998-10-21,Howard II,0,1,1,64,148,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,756,423,402.0,1411
AUS,Australia,1998-10-03,1998-10-21,Howard II,0,1,0,16,148,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,756,423,402.0,184
AUS,Australia,1998-10-03,1998-10-21,Howard II,0,0,0,1,148,none,no party affiliation,no party affiliation,,33,756,423,402.0,1396
AUS,Australia,2001-11-10,2001-11-26,Howard III,0,0,0,65,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,760,812,423.0,1253
AUS,Australia,2001-11-10,2001-11-26,Howard III,0,0,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,760,812,423.0,215
AUS,Australia,2001-11-10,2001-11-26,Howard III,0,1,1,68,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,760,812,423.0,1411
AUS,Australia,2001-11-10,2001-11-26,Howard III,0,1,0,13,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,760,812,423.0,184
AUS,Australia,2001-11-10,2001-11-26,Howard III,0,0,0,3,150,none,no party affiliation,no party affiliation,,33,760,812,423.0,1396
AUS,Australia,2004-10-09,2004-10-26,Howard IV,0,0,0,60,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,762,234,812.0,1253
AUS,Australia,2004-10-09,2004-10-26,Howard IV,0,0,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,762,234,812.0,215
AUS,Australia,2004-10-09,2004-10-26,Howard IV,0,1,1,74,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,762,234,812.0,1411
AUS,Australia,2004-10-09,2004-10-26,Howard IV,0,1,0,12,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,762,234,812.0,184
AUS,Australia,2004-10-09,2004-10-26,Howard IV,0,0,0,3,150,none,no party affiliation,no party affiliation,,33,762,234,812.0,1396
AUS,Australia,2007-11-24,2007-12-03,Rudd,0,1,1,83,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,761,385,234.0,1253
AUS,Australia,2007-11-24,2007-12-03,Rudd,0,0,0,55,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,761,385,234.0,1411
AUS,Australia,2007-11-24,2007-12-03,Rudd,0,0,0,10,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,761,385,234.0,184
AUS,Australia,2007-11-24,2007-12-03,Rudd,0,0,0,2,150,none,no party affiliation,no party affiliation,,33,761,385,234.0,1396
AUS,Australia,2007-11-24,2010-06-24,Gillard I,0,1,1,83,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,761,736,385.0,1253
AUS,Australia,2007-11-24,2010-06-24,Gillard I,0,0,0,55,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,761,736,385.0,1411
AUS,Australia,2007-11-24,2010-06-24,Gillard I,0,0,0,10,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,761,736,385.0,184
AUS,Australia,2007-11-24,2010-06-24,Gillard I,0,0,0,2,150,none,no party affiliation,no party affiliation,,33,761,736,385.0,1396
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,1,150,AG,Australian Greens,Australian Greens,1.5439,33,246,108,736.0,751
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,1,1,72,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,246,108,736.0,1253
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,246,108,736.0,215
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,21,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,246,108,736.0,154
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,44,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,246,108,736.0,1411
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,7,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,246,108,736.0,184
AUS,Australia,2010-08-21,2010-09-14,Gillard II,0,0,0,4,150,none,no party affiliation,no party affiliation,,33,246,108,736.0,1396
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,1,150,AG,Australian Greens,Australian Greens,1.5439,33,246,1061,108.0,751
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,1,1,72,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,246,1061,108.0,1253
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,246,1061,108.0,215
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,21,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,246,1061,108.0,154
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,44,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,246,1061,108.0,1411
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,7,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,246,1061,108.0,184
AUS,Australia,2010-08-21,2013-06-27,Rudd II,0,0,0,4,150,none,no party affiliation,no party affiliation,,33,246,1061,108.0,1396
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,0,0,1,150,AG,Australian Greens,Australian Greens,1.5439,33,804,1066,1061.0,751
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,0,0,55,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,804,1066,1061.0,1253
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,1,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,804,1066,1061.0,215
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,0,0,1,150,Katter,Katter's Australian Party,Katter's Australian Party,3.3,33,804,1066,1061.0,2258
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,1,0,22,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,804,1066,1061.0,154
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,1,1,58,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,804,1066,1061.0,1411
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,1,0,9,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,804,1066,1061.0,184
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,0,0,1,150,PUP,Palmer United Party,Palmer United Party,6.0,33,804,1066,1061.0,2259
AUS,Australia,2013-09-07,2013-09-18,Abbott,0,0,0,2,150,none,no party affiliation,no party affiliation,,33,804,1066,1061.0,1396
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,0,0,1,150,AG,Australian Greens,Australian Greens,1.5439,33,804,1174,1066.0,751
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,0,0,55,150,ALP,Australian Labor Party,Australian Labor Party,3.8833,33,804,1174,1066.0,1253
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,1,0,1,150,CouLP,Country Liberal Party,Country Liberal Party,6.0,33,804,1174,1066.0,215
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,0,0,1,150,Katter,Katter's Australian Party,Katter's Australian Party,3.3,33,804,1174,1066.0,2258
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,1,0,22,150,LNPQ,Liberal National Party of Queensland,Liberal National Party of Queensland,6.0,33,804,1174,1066.0,154
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,1,1,58,150,LPA,Liberal Party of Australia,Liberal Party of Australia,7.3903,33,804,1174,1066.0,1411
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,1,0,9,150,NCP|NPA,National (Country) Party | National Party of Australia,National (Country) Party | National Party of Australia,7.8222,33,804,1174,1066.0,184
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,0,0,1,150,PUP,Palmer United Party,Palmer United Party,6.0,33,804,1174,1066.0,2259
AUS,Australia,2013-09-07,2015-09-15,Turnbull,0,0,0,2,150,none,no party affiliation,no party affiliation,,33,804,1174,1066.0,1396
AUT,Austria,1945-11-25,1945-12-04,Figl I,0,1,0,4,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,402,133,452.0,769
AUT,Austria,1945-11-25,1945-12-04,Figl I,0,1,1,85,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,402,133,452.0,1013
AUT,Austria,1945-11-25,1945-12-04,Figl I,0,1,0,76,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,402,133,452.0,973
AUT,Austria,1945-11-25,1947-11-20,Figl II,0,0,0,4,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,402,884,133.0,769
AUT,Austria,1945-11-25,1947-11-20,Figl II,0,1,1,85,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,402,884,133.0,1013
AUT,Austria,1945-11-25,1947-11-20,Figl II,0,1,0,76,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,402,884,133.0,973
AUT,Austria,1949-10-09,1949-11-08,Figl III,0,0,0,16,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,67,775,884.0,50
AUT,Austria,1949-10-09,1949-11-08,Figl III,0,0,0,5,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,67,775,884.0,769
AUT,Austria,1949-10-09,1949-11-08,Figl III,0,1,1,77,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,67,775,884.0,1013
AUT,Austria,1949-10-09,1949-11-08,Figl III,0,1,0,67,165,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,3.7293,59,67,775,884.0,973
AUT,Austria,1949-10-09,1952-10-28,Figl IV,1,0,0,16,165,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,8.3494,59,67,560,775.0,50
AUT,Austria,1949-10-09,1952-10-28,Figl IV,1,0,0,5,165,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,0.5,59,67,560,775.0,769
AUT,Austria,1949-10-09,1952-10-28,Figl IV,1,1,1,77,165,OVP,Österreichische Volkspartei,Austrian People's Party,6.4733,59,67,560,775.0,1013
